sentence_id,sentence_1,sentence_2,sentence_3,sentence_4,candidate_1,candidate_2,label
35,"MRS. SMITH: Oh, these men who always think they're right and who're always wrong![The doorbell rings again.]","MR. SMITH: Goodness, someone is ringing. There must be someone there.",MRS. SMITH [in a fit of anger]: Don't send me to open the door again. You've seen that it was useless. Experienceteaches us that when one hears the doorbell ring it is because there is never anyone there.,MRS. MARTIN: Never.,MRS. MARTIN: What is the moral?,MR. MARTIN: That's not entirely accurate.,2
36,MRS. SMITH: He won't admit he's wrong.,"MRS. MARTIN: My husband is very obstinate, too.",MR. SMITH: There's someone there.,MR. MARTIN: That's not impossible.,"MARY: Why have you come so late! You are not very polite. People should be punctual. Do you understand? But sitdown there, anyway, and wait now that you're here.[She exits. Mr. and Mrs. Martin sit facing each other, without speaking. They smile timidly at each other. The dialoguewhich follows must be spoken in voices that are drawling, monotonous, a little singsong, without nuances.*]",MRS. SMITH [to her husband]: No.,2
37,"MRS. SMITH: I tell you no. In any case you are not going to disturb me again for nothing. If you wish to know, go andlook yourself!",MR. SMITH: I'll go.[Mrs. Smith shrugs her shoulders. Mrs. Martin tosses her head.],"MR. SMITH [opening the door]: Oh! how do you do. [He glances at Mrs. Smith and the Martins, who are allsurprise.] It's the Fire Chief!","FIRE CHIEF [he is of course in uniform and is wearing an enormous shining helmet]: Good evening, ladies andgentlemen. [The Smiths and the Martins are still slightly astonished. Mrs. Smith turns her head away, in a temper, anddoes not reply to his greeting.] Good evening, Mrs. Smith. You appear to be angry.",MRS. SMITH: Oh!,"MR. MARTIN: I traveled second class, madam. There is no second class in England, but I always travel second class.",1
38,"MR. MARTIN: There's been an argument between Mr. and Mrs. Smith, Mr. Fire Chief.",MRS. SMITH [to Mr. Martin]: This is no business of yours![To Mr. Smith:] I beg you not to involve outsiders in our family arguments.,"MR. SMITH: Oh, my dear, this is not so serious. The Fire Chief is an old friend of the family. His mother courted me,and I knew his father. He asked me to give him my daughter in marriage if ever I had one. And he died waiting.MR. MAR TIN: That's neither his fault, nor yours.","FIRE CHIEF: Well, what is it all about?","MRS. MARTIN: What I think is that a maid, after all--even though it's none of my business-is never anything but amaid...",MRS. SMITH: My husband was claiming. ..,2
39,"MR. MARTIN: Yes, it was she.","MRS. MARTIN: No, it was he.","FIRE CHIEF: Don't get excited. You tell me, Mrs. Smith.","MRS. SMITH: Well, this is how it was. It is difficult for me to speak openly to you, but a fireman is also a confessor.","MR. MARTIN [musing]: How curious it is, how curious it is, how curious it is, and what a coincidence! You know, inmy bedroom there is a bed, and it is covered with a green eiderdown. This room, with the bed and the green eiderdown,is at the end of the corridor between the w.c. and the bookcase, dear lady!",FIRE CHIEF: Well then?,2
40,MR. MARTIN: It is plausible.,MRS. SMITH: And I was saying that each time the doorbell rings there is never anyone there.,MRS. MARTIN: It might seem strange.,"MRS. SMITH: But it has been proved, not by theoretical demonstrations, but by facts.",MR. MARTIN: We all have colds. [Silence.],"MR. SMITH: That's false, since the Fire Chief is here. He rang the bell, I opened the door, and there he was.",2
41,MR. MARTIN: But just now.,"MRS. SMITH: Yes, but it was only when you heard the doorbell ring the fourth time that there was someone there.And the fourth time does not count.",MRS. MARTIN: Never. It is only the first three times that count.,"MR. SMITH: Mr. Fire Chief, permit me in my turn to ask you several questions.",FIRE CHIEF: Go right ahead.,"MRS. MARTIN: Yes, darling.[Mr. and Mrs. Smith enter from the right, wearing the same clothes.]",1
42,"FIRE CHIEF: Yes, it was I.",MR. MARTIN: You were at the door? And you rang in order to be admitted?,FIRE CHIEF: I do not deny it.,"MR. SMITH [to his wife, triumphantly]: You see? I was right. When you hear the doorbell ring, that means someonerang it. You certainly cannot say that the Fire Chief is not someone.","MRS. SMITH: Certainly not. I repeat to you that I was speaking of only the first three times, since the fourth time doesnot count.",MR. MARTIN: An Englishman's home is truly his castle.,1
43,"FIRE CHIEF: No, it was not I.",MRS. MARTIN: You see? The doorbell rang and there was no one there.,MR. MARTIN: Perhaps it was someone else?,MR. SMITH: Were you standing at the door for a long time?,"MRS. MARTIN: How curious it is, good Lord, how bizarre!And what a coincidence! I too reside on the fifth floor, in flat No.8, dear sir!",FIRE CHIEF: Three-quarters of an hour.,2
44,FIRE CHIEF: No one. I am sure of that.,MRS. MARTIN: And did you hear the bell when it rang the second time?,"FIRE CHIEF: Yes, and that wasn't I either. And there was still no one there.",MRS. SMITH: Victory! I was right.,MR. SMITH [to his wife]: Not so fast. [To the Fire Chief:] And what were you doing at the door?,MRS. MARTIN: I think so too.,1
45,MR. MARTIN [to the Fire Chief]: But the third time--it was not you who rang?,"FIRE CHIEF: Yes, it was I.",MR. SMITH: But when the door was opened nobody was in sight.,FIRE CHIEF: That was because I had hidden myself—as a joke.,"MRS. SMITH: Don't make jokes, Mr. Fire Chief. This business is too sad.",MR. SMITH: I've been goosed.,1
46,MRS. SMITH: Never anyone.,MR. SMITH: Always someone.,"FIRE CHIEF: I am going to reconcile you. You both are partly right. When the doorbell rings, sometimes there issomeone, other times there is no one.",MR. MARTIN: This seems logical to me.,MRS. MARTIN: I think so too.,MR. SMITH: The truth lies somewhere between the two [Silence],1
47,MRS. SMITH: We just kissed each other a little while ago.,MR. MARTIN: They'll kiss each other tomorrow. They have plenty of time.,"MRS. SMITH: Mr. Fire Chief, since you have helped us settle this, please make yourself comfortable, take off yourhelmet and sit down for a moment.","FIRE CHIEF: Excuse me, but I can't stay long. I should like to remove my helmet, but I haven't time to sit down. [Hesits down, without removing his helmet.] I must admit that I have come to see you for another reason. I am on officialbusiness.","MRS. SMITH: And what can we do for you, Mr. Fire Chief? FIRE CHIEF: I must beg you to excuse my indiscretion [terribly embarrassed] ...uhm [He points a finger at theMartins] ...you don't mind. ..in front of them...",FIRE CHIEF: Nothing. I was just standing there. I was thinking of many things.,1
48,MR. MARTIN: We're old friends. They tell us everything. MR. SMITH: Speak.,"FIRE CHIEF: Eh, well—is there a fire here?",MRS. SMITH: Why do you ask us that?,FIRE CHIEF: It's because—pardon me—I have orders to extinguish all the fires in the city.,MRS. MARTIN: All?,"MRS. MARTIN: B, c, d, f g, 1, m, n, p, r, s, t, v, w, x, z!",1
49,MRS. SMITH [confused]: I don't know. ..I don't think so. Do you want me to go and look?,MR. SMITH [sniffing]: There can't be one here. There's no smell of anything burning.*,"FIRE CHIEF [aggrieved]: None at all? You don't have a little* In Nicolas Bataille's production Mr. and Mrs. Martin sniffed too.fire in the chimney, something burning in the attic or in the cellar? A little fire just starting, at least?",MRS. SMITH: I am sorry to disappoint you but I do not believe there's anything here at the moment. I promise that Iwill notify you when we do have something.,"FIRE CHIEF: Please don't forget, it would be a great help.",MRS. SMITH: I'm not going to open the door again.,1
50,FIRE CHIEF [to the Martins]: And there's nothing burning at your house either?,"MRS. MARTIN: No, unfortunately.",MR. MARTIN [to the Fire Chie/]: Things aren't going ~ well just now.,"FIRE CHIEF: Very poorly. There's been almost nothing, a few trifles-a chimney, a barn. Nothing important. It doesn'tbring in much. And since there are no returns, the profits on output are very meager.",MARY: I was going to tell you...,"MR. SMITH: Times are bad. That's true all over. It's the same this year with business and agriculture as it is with fires,nothing is prospering.",2
51,FIRE CHIEF: No floods either.,MRS. SMITH: But there is some sugar.,MR. SMITH: That's because it is imported.,MRS. MARTIN: It's harder in the case of fires. The tariffs are too high!,"FIRE CHIEF: All the same, there's an occasional asphyxiation by gas, but that's unusual too. For instance, a youngwoman asphyxiated herself last week—she had left the gas on.",MRS. SMITH: She always wears her hair in the same style.,1
52,"FIRE CHIEF: No, but she thought it was her comb.",MR. SMITH: These confusions are always dangerous!,MRS. SMITH: Did you go to see the match dealer?,FIRE CHIEF: There's nothing doing there. He is insured against fires.,MRS. MARTIN: He was tying his shoe lace which had come undone.,"MR. MARTIN: Why don't you go see the Vicar of Wakefield, and use my name?",2
53,MR. SMITH: Go see the Durands.,"FIRE CHIEF: I can't do that either. He's not English. He's only been naturalized. And naturalized citizens have theright to have houses, but not the right to have them put out if they're burning.","MRS. SMITH: Nevertheless, when they set fire to it last year, it was put out just the same.",FIRE CHIEF: He did that all by himself. Clandestinely. But it's not I who would report him.,MR. SMITH: Neither would I.,"MRS. MARTIN: B, c, d, f g, 1, m, n, p, r, s, t, v, w, x, z!",1
54,FIRE CHIEF: Shall I tell you some stories?,"MRS. SMITH: Oh, by all means, how charming of you. [She kisses him.]","MR. SMITH, MRS. MARTIN, MR. MARTIN: Yes, yes, some stories, hurrah![They applaud.]","MR. SMITH: And what is even more interesting is the fact that firemen's stories are all true, and they're based onexperience.","FIRE CHIEF: I speak from my own experience. Truth, nothing but the truth. No fiction.","MR. MARTIN: The ceiling is above, the floor is below.",1
55,MRS. SMITH: Begin!,MR. MARTIN: Begin!,"MRS. MARTIN: Be quiet, he is beginning.","FIRE CHIEF [coughs slightly several times]: Excuse me, don't look at me that way. You embarrass me. You know thatI am shy.","MRS. SMITH: A schoolmaster teaches his pupils to read, but the cat suckles her young when they are small.",MRS. SMITH: Isn't he charming! [she kisses him.],2
56,MRS. MARTIN: But if we don't listen to you we won't hear you.,FIRE CHIEF: I didn't think of that!,"MRS. SMITH: I told you, he's just a boy.","MR. MARTIN, MR. SMITH: Oh, the sweet child! [They kiss him.*]",MRS. MARTIN: Chin up!,MRS. SMITH: Benjamin Franklin was right; you are more nervous than he.,1
57,MRS. MARTIN: What is the moral?,FIRE CHIEF: That's for you to find out.,MR. SMITH: He's right.,MRS. SMITH [furious]: Tell us another.,"FIRE CHIEF: A young calf had eaten too much ground glass. As a result, it was obliged to give birth. It brought forth acow into the world. However, since the calf was male, the cow could not call him Mamma. Nor could she call himPapa, because the calf was too little. The calf was then obliged to get married and the registry office carried out all thedetails completely a la mode.","MRS. MARTIN: Well, I’m sure you’ll say that I’m making it up----he was down on one knee and he was bent over.",1
58,MR. MARTIN: Like tripes.,FIRE CHIEF: You've heard that one?,MRS. SMITH: It was in all the papers.,"MRS. MARTIN: It happened not far from our house.*In Nicolas Bataille's production, they did not kiss the Fire Chief.","MR. SMITH: Hm. ..hm ...you two are very touching, but at the same time, a little. ..a little. ..","FIRE CHIEF: I'll tell you another: ""The Cock."" Once upon a time, a cock wished to play the dog. But he had no luckbecause everyone recognized him right away.",2
59,"MR. SMITH: I'll tell you one: ""The Snake and the Fox."" Once upon a time, a snake came up to a fox and said: ""Itseems to me that I know you!"" The fox replied to him: ""Me too."" ""Then,"" said the snake, ""give me some money."" ""Afox doesn't give money,"" replied the tricky animal, who, in order to escape, jumped down into a deep ravine full ofstrawberries and chicken honey. But the snake was there waiting for him with a Mephistophelean laugh. The fox pulledout his knife, shouting: ""I'm going to teach you how to live!"" Then he took to flight, turning his back. But he had noluck. The snake was quicker. With a well-chosen blow of his fist, he struck the fox in the middle of his forehead, whichbroke into a thousand pieces, while he cried: ""No! No! Four times no! I'm not your daughter.”*",MRS. MARTIN: It's interesting.,MRS. SMITH: It's not bad.,MR. MARTIN [shaking Mr. Smith's hand]: My congratulations.,"FIRE CHIEF: I'll tell you another: ""The Cock."" Once upon a time, a cock wished to play the dog. But he had no luckbecause everyone recognized him right away.","FIRE CHIEF [Jealous]: Not so good. And anyway, I've heard it before.",2
60,MRS. SMITH: But it wasn't even true.,"MRS. MARTIN: Yes, unfortunately.","MR. MARTIN [to Mrs. Smith]: It's your turn, dear lady.","MRS. SMITH: I only know one. I'm going to tell it to you. It's called ""The Bouquet.""",MR. SMITH: My wife has always been romantic.,"MRS. SMITH: Incasker, you incask us.",1
61,"MRS. SMITH: Here it is: Once upon a time, a fiance gave a bouquet of flowers to his fiancee, who said, ""Thanks""; butbefore she had said, ""Thanks,"" he, without saying a single word, took back the flowers he had given her in order toteach her a good lesson, and he said, ""I take them back."" He said “Goodbye”, and took them back and went off in alldirections*This story was deleted in Nicolas Bataille's production. Mr. Smith went through the gestures only, without making a sound.**These two speeches were repeated three times in the original production.","MR. MARTIN: Oh, charming! [He either kisses or does not kiss Mrs. Smith.]","MRS. MARTIN: You have a wife, Mr. Smith, of whom all the world is jealous.","MR. SMITH: It's true. My wife is intelligence personified. She's even more intelligent than I. In any case, she is muchmore feminine, everyone says so.","MR. SMITH: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.*","MRS. SMITH [to the Fire Chief]: Let's have another, Mr. Fire Chief...",2
62,"MR. MARTIN: Tell us one, anyway.",FIRE CHIEF: I'm too tired.,MR. SMITH: Please do us a favor.,MR. MARTIN: I beg you.,FIRE CHIEF: It's not the same one.,FIRE CHIEF: No.,2
63,"MRS. SMITH [falls on her knees sobbing, or else she does not do this]: I implore you!",FIRE CHIEF: Righto.,MR. SMITH [in Mrs. Martin's ear]: He agrees! He's going to bore us again.,MRS. MARTIN: Shh.,MRS. SMITH: No luck. I was too polite.,"MRS. SMITH: Oh, these men who always think they're right and who're always wrong![The doorbell rings again.]",1
64,"MR. MARTIN: I knew that third wife, if I'm not mistaken. She ate chicken sitting on a hornet's nest.",FIRE CHIEF: It's not the same one.,MRS. SMITH: Shh!,"FIRE CHIEF: As I was saying. ..whose third wife was the daughter of the best midwife in the region and who, earlyleft a widow...",MR. SMITH: Like my wife.,"FIRE CHIEF: Oh, not even that. A straw fire and a little heartburn.",1
65,MRS. SMITH: His britches?MR.MARTIN: No his bridge game.,"FIRE CHIEF: And had married an oyster woman, whose father had a brother, mayor of a small town, who had taken ashis wife a blonde schoolteacher, whose cousin, a fly fisherman....",MR. MARTIN: A fly by night?,"FIRE CHIEF: Had married another blonde schoolteacher, named Marie, too, whose brother was married to anotherMarie, also a blonde schoolteacher. ..",MR. MARTIN [to the Fire Chief]: But the third time--it was not you who rang?,"MR. SMITH: Since she's blonde, she must be Marie.",2
66,MRS. SMITH: A curious story. Almost unbelievable.,"MR. MARTIN: If you catch a cold, you should get yourself a colt.","MR. SMITH: It's a useless precaution, but absolutely necessary.","MRS. MARTIN: Excuse me, Mr. Fire Chief, but I did not follow your story very well. At the end, when we got to thegrandmother of the priest, I got mixed up.",MR. SMITH: One always gets mixed up in the hands of a priest.,FIRE CHIEF: There's nothing doing there. He is insured against fires.,1
67,"FIRE CHIEF: Ah, I don't know whether I'll be able to. I'm on official business. It depends on what time it is.","MRS. SMITH: We don't have the time, here.",FIRE CHIEF: But the clock?,"MR. SMITH: It runs badly. It is contradictory, and always indicates the opposite of what the hour really is.[Enter Mary.]",MARY: I'm so glad to see you again. ..at last!MR. AND MRS. SMITH: Oh!,MARY: Madam... sir. ..,2
68,MR. SMITH: What have you come in here for?,"MARY: I hope, madam and sir will excuse me ...and these ladies and gentlemen too. ..I would like. ..I would like ...totell you a story, myself.",MRS. MARTIN: What is she saying?,"MR. MARTIN: I believe that our friends' maid is going crazy ...she wants to tell us a story, too.   .",MR. MARTIN: That's because I wasn't there yet. ..,FIRE CHIEF: Who does she think she is? [He looks at her.] Oh!,2
69,"MR. SMITH: This is really uncalled for, Mary. ..",FIRE CHIEF: Oh! But it is she! Incredible!,MR. SMITH: And you?,MARY: Incredible! Here!,MRS. SMITH: What does all this mean?,"MR. SMITH: Goodness, someone is ringing.",1
70,FIRE CHIEF: And how![Mary throws herself on the neck of the Fire Chief.],MARY: I'm so glad to see you again. ..at last!MR. AND MRS. SMITH: Oh!,"MR. SMITH: This is too much, here, in our home, in the suburbs of London.",MRS. SMITH: It's not proper! ...,FIRE CHIEF: It was she who extinguished my first fires.,MRS. SMITH: A curious story. Almost unbelievable.,1
71,"MR. MARTIN: If that is the case. ..dear friends. ..these emotions are understandable, human, honorable...",MRS. MARTIN: All that is human is honorable.,"MRS. SMITH: Even so, I don't like to see it ...here among us...",MR. SMITH: She's not been properly brought up. ..,MR. MARTIN: And yet there’s a certain warmth in those lines…,"FIRE CHIEF: Oh, you have too many prejudices.",2
72,MR. MARTIN: Even if she can sometimes be a rather good detective.,FIRE CHIEF: Let me go.,MARY: Don't be upset! ...They're not so bad really.,"MR. SMITH: Hm. ..hm ...you two are very touching, but at the same time, a little. ..a little. ..","MR. MARTIN: Yes, that's exactly the word.",MR. SMITH: He's right.,1
73,"MR. MARTIN: There is a native British modesty-forgive me for attempting, yet again, to define my thought-notunderstood by foreigners, even by specialists, thanks to which, if I may thus express myself...of course, I don't mean torefer to you...",MARY: I was going to tell you...,MR. SMITH: Don't tell us anything...,MARY: Oh yes!,"MRS. SMITH: Go, my little Mary, go quietly to the kitchen and read your poems before the mirror…",MRS. SMITH: It was in all the papers.,1
74,MRS. MARTIN: This morning when you looked at yourself in the mirror you didn't see yourself.,MR. MARTIN: That's because I wasn't there yet. ..,"MARY: All the same, I could, perhaps, recite a little poem for you.","MRS. SMITH: My little Mary, you are frightfully obstinate.","MARY: I'm going to recite a poem, then, is that agreed? It is a poem entitled ""The Fire"" in honor of the Fire Chief:                                                      The Fire                                       The polypoids were burning in the wood                                                 A stone caught fire                                                The castle caught fire                                                The forest caught fire                                                The men caught fire                                               The women caught fire                                                The birds caught fire                                                 The fish caught fire                                                The water caught fire                                                 The sky caught fire                                                The ashes caught fire                                               The smoke caught fire                                                 The fire caught fire                                               Everything caught fire![She recites the poem while the Smiths are pushing her offstage]",MRS. SMITH: I don't know enough Spanish to make myself understood.*In English in the original.— Translator's note.,1
75,MR. MARTIN: And yet there’s a certain warmth in those lines…,FIRE CHIEF: I thought it was marvelous.,MRS. SMITH: All the same….,MR. SMITH: You’re exaggerating….,"FIRE CHIEF: Just a minute …. I admit….all this is very subjective….but this is my conception of the world. Myworld. My dream. My ideal….And now this reminds me that I must leave. Since you don’t have the time here, I musttell you that in exactly three-quarters of an hour and sixteen minutes, I’m having a fire at the other end of the city.Consequently, I must hurry. Even though it will be quite unimportant.","FIRE CHIEF: I can't do that either. He's not English. He's only been naturalized. And naturalized citizens have theright to have houses, but not the right to have them put out if they're burning.",1
76,"FIRE CHIEF: Oh, not even that. A straw fire and a little heartburn.","MR. SMITH: Well, we’re sorry to see you go.MRS SMITH: You have been very entertaining.","MRS. MARTIN: Thanks to you, we have passed a truly Cartesian quarter of an hour.","FIRE CHIEF [moving towards the door, then stopping]: Speaking of that----the bald soprano? [General silence,embarrassment.]",MR. SMITH: I've been goosed.,MRS. SMITH: She always wears her hair in the same style.,2
77,"MR. MARTIN: Good luck, and a good fire!",FIRE CHIEF: Let’s hope so. For everybody.[Fire Chief exits. All accompany him to the door and then return to their seats.],"MRS. MARTIN: I can buy a pocketknife for my brother, but you can't buy Ireland for your grandfather.","MR. SMITH: One walks on his feet, but one heats with electricity or coal.","MR. MARTIN: He who sells an ox today, will. have an egg tomorrow.",MR. MARTIN: That's not impossible.,1
78,"MRS. MARTIN: One can sit down on a chair, when the chair doesn't have any.",MR. SMITH: One must always think of everything.,"MR. MARTIN: The ceiling is above, the floor is below.","MRS. SMITH: When I say yes, it's only a manner of speaking.",MRS. MARTIN: To each his own.,MRS. SMITH: Did you go to see the match dealer?,1
79,"MRS. SMITH: A schoolmaster teaches his pupils to read, but the cat suckles her young when they are small.","MRS. MARTIN: Nevertheless, it was the cow that gave us tails.","MR. SMITH: When I'm in the country, I love the solitude and the quiet.",MR. MARTIN: You are not old enough yet for that.,"MR. SMITH: We didn't do it on purpose.* In Nicolas Bataille's production, Mrs. Smith did not show her teeth, nor.did she throw the socks very far.",MRS. SMITH: Benjamin Franklin was right; you are more nervous than he.,2
80,"MR. SMITH: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.*","MR. MARTIN: Edward is a clerck; his sister Nancy is a typist, and his brother William a shop-assistant. *",MRS. SMITH: An odd family!,MRS. MARTIN: I prefer a bird in the bush to a sparrow in a barrow.,MRS. SMITH: Way!,MR. SMITH: Rather a steak in a chalet than gristle in a castle.,2
81,MRS. SMITH: I don't know enough Spanish to make myself understood.*In English in the original.— Translator's note.,MRS. MARTIN: I'll give you my mother-in-law's slippers if you'll give me your husband's coffin.,MR. SMITH: I'm looking for a monophysite priest to marry to our maid.,"MR. MARTIN: Bread is a staff, whereas bread is also a staff, and an oak springs from an oak every morning at dawn.","MRS. SMITH: My uncle lives in the country, but that's none of the midwife's business.",MARY: I was going to tell you...,1
82,"MRS. SMITH: The car goes very fast, but the cook beats batter better.",MR. SMITH: Don't be turkeys; rather kiss the conspirator.,MR. MARTIN: Charity begins at home.,MRS. SMITH: I'm waiting for the aqueduct to come and see me at my windmill.,MRS. SMITH: I don't know enough Spanish to make myself understood.*In English in the original.— Translator's note.,MR. MARTIN: One can prove that social progress is definitely better with sugar.,2
83,MR. MARTIN: One doesn't polish spectacles with black wax.,"MRS. SMITH: Yes, but with money one can buy anything.",MR. MARTIN: I'd rather kill a rabbit than sing in the garden.,"MR. SMITH: Cockatoos, cockatoos, cockatoos, cockatoos, cockatoos, cockatoos, cockatoos, cockatoos, cockatoos,cockatoos.*In English in the original.- Translator's note.","MRS. SMITH: Such caca, such caca, such caca, such caca, such caca, such caca, such caca, such caca, such cacao","MRS. SMITH: Well, this is how it was. It is difficult for me to speak openly to you, but a fireman is also a confessor.",1
84,"MR. SMITH: Dogs have fleas, dogs have fleas.","MRS. MARTIN: Cactus, coccyx! crocus! cockaded! cockroach!","MRS. SMITH: Incasker, you incask us.",MR. MARTIN: I'd rather lay an egg in a box than go and steal an ox...,"MRS. SMITH: Yes, but with money one can buy anything.",MRS. MARTIN [opening her mouth very wide]: Ah! oh! ah! oh! Let me gnash my teeth.,2
85,MR. MARTIN: Let's go and slap Ulysses.,MR. SMITH: I'm going to live in my cabana among my cacao trees.,"MRS. MARTIN: Cacao trees on cacao farms don't bear coconuts, they yield cocoa! Cacao trees on cacao farms don'tbear coconuts, they yield cocoa! Cacao trees on cacao farms don't bear coconuts, they yield cocoa.","MRS. SMITH: Mice have lice, lice haven't mice.","MR. MARTIN: Bizarre, beaux-arts, brassieres!",MRS. MARTIN: Don't ruche my brooch!,2
86,"MR. SMITH: Groom the goose, don't goose the groom.",MRS. MARTIN: The goose grooms.,MRS. SMITH: Groom your tooth.,"MR. MARTIN: Groom the bridegroom, groom the bridegroom.",MR. SMITH: Seducer seduced!MRS. MAR TIN: Scaramouche!,MARY: I'm your little fire hose.,1
87,MR. MARTIN: Go take a douche.,MR. SMITH: I've been goosed.,MRS. MARTIN: Sainte-Nitouche stoops to my cartouche.,"MRS. SMITH: ""Who'd stoop to blame? ...and I never choose to stoop.""",MRS. MARTIN: To each his own.,MR. MARTIN: Robert!,2
88,"MRS. MARTIN, MR. SMITH: Rudyard.","MRS. SMITH, MR. MARTIN: Kipling.","MRS. MARTIN, MR. SMITH: Robert Kipling!","MRS. SMITH, MR. MARTIN: Rudyard Browning..","MRS. MARTIN: Silly gobblegobblers, silly gobblegobblers.",MR. SMITH: You know each other?,1
89,"MRS. SMITH: Krishnamurti, Krishnamurti, Krishnamurti!",MR. SMITH: The pope elopes! The pope's got no horoscope. The horoscope's bespoke.,"MRS. MARTIN: Bazaar, Balzac, bazooka!","MR. MARTIN: Bizarre, beaux-arts, brassieres!","MRS. SMITH: a,e,i,o,u, a,e,i,o,u, a,e,i,o,u, i!",MRS. MARTIN: Never. It is only the first three times that count.,1
90,"MR. MARTIN: From sage to stooge, from stage to serge!","MRS. SMITH [imitating a train]: Choo, choo, choo, choo, choo, choo, choo, choo, choo, choo, choo!",MR. SMITH: It's!,MRS. MARTIN: Not!,MRS. SMITH: Are you referring to Bobby Watson the commercial traveler?,MR. MARTIN: That!,2
91,MR. SMITH: It's!,MRS. MARTIN: O!,MR. MARTIN: Ver!,"MRS. SMITH: Here![All together, completely infuriated, screaming in each others' ears. The light is extinguished. In the darkness we hear,in an increasingly rapid rhythm:]*Translator's note: in the French text these speeches read as follows:MRS SMITH.—N'y touchez pas, elle est brisee.","MARY [bursts into laughter, then she bursts into tears. Then she smiles]: I bought me a chamber pot.",MR. MARTIN.—Sully!,2